DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,NPAs (Previous Period),Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
4,2023,AFBI,Affinity Bancshares Inc,843.258,12.252,121.516,674.443,42.158,9.621,659.876,88.201,6.448,27.198,2.466,10.276,2023,Optimal,0.12396318,0.0050635193,0.06451334965,0.8760368199999999,0.9899239815140708,0.93548665035,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
16,2023,AUB,Atlantic Union Bankshares Corp,21166.197,236.682,2556.327,16818.129,1396.953,27.114,15635.043,3184.111,201.818,611.013,90.877,36.889,2023,Optimal,0.1177047,0.0,0.05885235,0.8822953,1.0,0.94114765,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
18,2023,AVBH,Avidbank Holdings Inc,2230.836,30.572,165.312,1654.329,392.335,14.245,1740.647,333.729,16.801,72.869,-1.962,1.378,2023,Optimal,0.18932393,0.0,0.094661965,0.81067607,1.0,0.905338035,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
24,2023,BCAL,California BanCorp,2360.252,39.249,288.152,1943.556,114.982,0.041,1957.442,199.706,25.91,94.138,3.379,13.004,2023,Optimal,0.099667448,0.0,0.049833724,0.900332552,1.0,0.950166276,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
28,2023,BFC,Bank First Corp,4221.842,40.355,619.798,3432.92,128.724,6.421,3342.974,266.887,74.514,133.48,48.081,9.128,2023,Optimal,0.098915344,0.0,0.049457672,0.901084656,1.0,0.950542328,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
34,2023,BK,Bank of New York Mellon Corp (The),409953.0,7095.0,40924.0,283669.0,47599.0,109.0,66280.0,126882.0,3286.0,4345.0,13157.0,237.0,2023,Optimal,0.12315042,0.0,0.06157521,0.87684958,1.0,0.93842479,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
35,2023,BKOR,Oak Ridge Financial Services Inc,619.394,9.954,58.347,493.144,60.657,0.739,466.796,112.959,5.742,22.057,3.909,0.457,2023,Optimal,0.11948482,0.0,0.05974241,0.88051518,1.0,0.94025759,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
37,2023,BKU,BankUnited Inc,35761.607,280.744,2577.921,26538.478,5896.364,106.951,24633.684,9187.438,178.671,873.804,86.838,130.58,2023,Optimal,0.13268243,0.0,0.066341215,0.86731757,1.0,0.933658785,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
38,2023,BLFY,Blue Foundry Bancorp,2044.963,28.439,355.64,1244.904,424.277,7.767,1560.73,337.366,-7.397,41.919,1.805,6.711,2023,Optimal,0.33591926,0.0,0.16795963,0.66408074,1.0,0.83204037,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
43,2023,BOKF,BOK Financial Corp,49824.83,766.61,5145.419,34019.701,9211.752,299.636,23904.968,14974.604,530.746,1272.18,789.949,148.344,2023,Optimal,0.24233026,0.0,0.12116513,0.75766974,1.0,0.87883487,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
48,2023,BRKL,Brookline Bancorp Inc,11382.256,138.895,1198.644,8548.125,1408.668,15.302,9641.589,993.755,74.999,339.711,31.934,45.324,2023,Optimal,0.1695526,0.0,0.0847763,0.8304474,1.0,0.9152237,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
49,2023,BSBK,Bogota Financial Corp,939.324,9.82,137.173,625.347,167.69,0.857,717.475,150.16,0.643,14.973,1.139,12.8,2023,Optimal,0.2545132,0.0,0.1272566,0.7454868,1.0,0.8727434000000001,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
50,2023,BSRR,Sierra Bancorp,3729.799,50.977,338.097,2761.223,574.531,19.579,2090.384,1353.915,34.844,112.405,30.4,7.985,2023,Optimal,0.1879011,0.0,0.09395055,0.8120989000000001,1.0,0.90604945,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
54,2023,BY,Byline Bancorp Inc,8881.967,126.979,990.151,7176.999,553.776,40.744,6684.306,1368.684,107.878,330.621,56.315,65.307,2023,Optimal,0.11179917,0.026197844,0.068998507,0.8882008299999999,0.9489419235224976,0.931001493,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
62,2023,CBCY,Central Bancompany Inc,19020.505,271.667,2743.798,14869.51,1259.653,25.982,11485.288,5083.584,273.693,633.179,206.88,22.708,2023,Optimal,0.13803241,0.0,0.069016205,0.86196759,1.0,0.930983795,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
66,2023,CBSH,Commerce Bancshares Inc,31701.061,584.063,2964.23,25363.898,2937.113,8.402,17205.479,9919.934,477.06,998.129,588.03,7.582,2023,Optimal,0.11365492,0.0,0.05682746,0.88634508,1.0,0.94317254,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
75,2023,CFFN,Capitol Federal Financial Inc,10177.461,51.491,1044.054,6051.22,2890.747,9.771,7994.708,1495.196,-101.659,153.272,-171.455,9.628,2023,Optimal,0.27406519,0.0,0.137032595,0.72593481,1.0,0.862967405,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
79,2023,CHCO,City Holding Co,6168.052,73.163,677.066,4934.262,434.856,6.301,4125.923,1369.103,114.365,219.241,70.629,8.559,2023,Optimal,0.11665854,0.022586083,0.0696223115,0.88334146,0.9558255615336788,0.9303776885,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
83,2023,CLBK,Columbia Financial Inc,10645.568,120.846,1040.335,7846.556,1545.23,6.721,7874.537,1579.812,36.086,205.876,27.379,12.618,2023,Optimal,0.18339871,0.0074388297,0.09541876985,0.81660129,0.9852321957806308,0.90458123015,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
84,2023,CLST,Catalyst Bancorp Inc,270.932,4.671,84.655,165.622,19.378,2.005,144.92,85.879,0.602,7.801,1.589,2.051,2023,Optimal,0.27615499,0.0,0.138077495,0.72384501,1.0,0.861922505,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
85,2023,CMA,Comerica Incorporated,85834.0,1306.0,6406.0,66762.0,10159.0,244.0,51306.0,16869.0,881.0,2514.0,1078.0,178.0,2023,Optimal,0.12915862,0.0,0.06457931,0.87084138,1.0,0.93542069,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
88,2023,CNOB,ConnectOne Bancorp Inc,9855.603,88.325,1216.62,7536.202,1027.695,44.718,8345.145,687.183,87.003,255.106,14.001,52.524,2023,Optimal,0.13484552,0.0059094305,0.07037747525,0.86515448,0.98825057143154,0.92962252475,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
90,2023,COLB,Columbia Banking System Inc,52173.596,616.103,4995.034,41607.02,4757.03,58.843,37441.951,9088.439,348.715,1793.171,203.927,113.937,2023,Optimal,0.1142663,0.0,0.05713315,0.8857337,1.0,0.94286685,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
97,2023,CVBF,CVB Financial Corp,16020.993,139.191,2077.972,11433.642,2365.698,4.93,8831.32,5438.747,221.435,487.99,59.33,21.302,2023,Optimal,0.18511812,0.0,0.09255906,0.81488188,1.0,0.90744094,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
100,2023,CZBS,Citizens Bancshares Corp,745.638,9.81,176.927,554.796,1.54,1.369,378.718,200.202,12.295,34.222,5.502,7.71,2023,Optimal,0.18039024,0.0,0.09019512,0.81960976,1.0,0.90980488,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
104,2023,DCOM,Dime Community Bancshares Inc,13636.005,117.437,1226.225,10530.655,1568.65,34.237,10773.428,1579.629,96.094,316.571,36.206,29.099,2023,Optimal,0.11793162,0.025051211,0.0714914155,0.88206838,0.9511220303314192,0.9285085845,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
108,2023,ECBK,ECB Bancorp Inc,1280.335,11.679,164.901,868.214,235.336,0.656,1048.38,91.874,4.456,24.79,1.052,1.213,2023,Optimal,0.23821182,0.015076516,0.126644168,0.76178818,0.9702948186420264,0.873355832,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
111,2023,EGBN,Eagle Bancorp Inc,11664.538,86.096,1274.283,8808.039,1423.743,8.43,7968.695,2547.873,100.534,290.546,21.536,66.632,2023,Optimal,0.12282115,0.034689836,0.078755493,0.87717885,0.9329464061730668,0.921244507,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
119,2023,FBAK,First National Bank Alaska,5730.835,63.652,464.791,3780.018,1427.62,5.697,2273.311,2384.951,60.01,154.479,25.426,4.611,2023,Optimal,0.27145919,0.024944174,0.148201682,0.7285408099999999,0.9513257899644396,0.8517983179999999,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
129,2023,FCF,First Commonwealth Financial Corp.,11459.488,142.871,1314.274,9192.309,833.919,36.021,8968.761,1490.866,157.063,385.676,96.609,40.918,2023,Optimal,0.11339819,0.023197357,0.0682977734999999,0.88660181,0.9546571209526687,0.9317022265,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
130,2023,FCNCA,First Citizens BancShares Inc,213758.0,2636.0,21255.0,145854.0,38050.0,674.0,133302.0,30122.0,11466.0,6712.0,12075.0,1031.0,2023,Optimal,0.16202358,0.0,0.08101179,0.8379764199999999,1.0,0.91898821,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
143,2023,FHN,First Horizon Corp,81661.0,1049.0,9291.0,65780.0,4044.0,327.0,61292.0,9714.0,897.0,2540.0,927.0,469.0,2023,Optimal,0.099918276,0.0,0.049959138,0.900081724,1.0,0.950040862,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
145,2023,FINW,Finwise Bancorp,586.221,25.751,155.056,404.833,6.486,0.1,371.448,15.626,17.46,54.559,21.08,27.127,2023,Optimal,0.23030734,0.0,0.11515367,0.76969266,1.0,0.88484633,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
150,2023,FLG,Flagstar Financial Inc,114057.0,1149.0,8367.0,81526.0,21713.0,153.0,84619.0,10551.0,-79.0,3077.0,2687.0,442.0,2023,Optimal,0.15711346,0.0,0.07855673,0.84288654,1.0,0.92144327,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
156,2023,FNB,F.N.B. Corp,46158.0,461.677,6050.0,34711.0,4725.0,119.0,32323.0,7526.0,484.851,1316.504,254.332,110.0,2023,Optimal,0.15253742,0.0072569206,0.0798971703,0.84746258,0.98559072575907,0.9201028297,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
157,2023,FNFI,First Niles Financial Inc,156.897,3.874,13.661,88.1,53.961,0.15,104.049,20.087,0.808,3.315,3.606,0.437,2023,Optimal,0.27696216,0.0,0.13848108,0.7230378399999999,1.0,0.86151892,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
166,2023,FRME,First Merchants Corp,18405.887,228.745,2247.713,14821.453,1051.111,48.979,12486.027,3853.133,223.786,545.4,105.602,58.411,2023,Optimal,0.10889859,0.034441643,0.0716701165,0.89110141,0.9334101769141556,0.9283298835,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
171,2023,FULT,Fulton Financial Corp,27571.915,377.417,2760.139,21537.623,2582.756,177.696,21351.094,3790.679,284.28,854.286,227.678,154.237,2023,Optimal,0.13567358,0.0,0.06783679,0.86432642,1.0,0.93216321,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
177,2023,GBCI,Glacier Bancorp Inc,27742.629,309.048,3020.281,19929.167,4485.807,32.742,16198.082,8300.885,222.927,691.682,118.079,25.631,2023,Optimal,0.20205009,0.0,0.101025045,0.79794991,1.0,0.898974955,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
181,2023,GSBC,Great Southern Bancorp Inc,5812.402,78.521,571.829,4721.708,430.676,3.72,4654.29,699.543,67.8,193.215,30.073,11.771,2023,Optimal,0.10673404,0.0029847914,0.0548594157,0.89326596,0.9940481821347784,0.9451405843,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
187,2023,HBIA,Hills Bancorporation,4341.667,44.897,515.139,3282.78,517.871,13.58,3438.782,795.167,38.176,113.886,28.606,40.344,2023,Optimal,0.16409954,0.0,0.08204977,0.83590046,1.0,0.91795023,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
192,2023,HFWA,Heritage Financial Corp,7174.957,100.083,853.261,5599.872,547.307,5.906,4335.627,1877.981,61.755,225.155,18.663,5.761,2023,Optimal,0.14213437,0.030299946,0.086217158,0.85786563,0.9411822816886763,0.913782842,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
193,2023,HIFS,Hingham Institution for Savings,4483.947,16.413,407.62,2349.977,1693.086,1.168,3940.896,152.876,26.371,48.302,16.303,1.477,2023,Optimal,0.27679236,0.0,0.13839618,0.72320764,1.0,0.86160382,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
194,2023,HLFN,Home Loan Financial Corp,291.161,4.131,35.701,220.611,32.036,0.43,258.368,15.745,5.171,12.259,1.387,0.984,2023,Optimal,0.12423321,0.0,0.062116605,0.87576679,1.0,0.937883395,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
196,2023,HOMB,Home Bancshares Inc,22656.658,256.966,3791.075,16787.711,1928.247,61.476,14424.728,4789.823,392.929,826.945,169.934,95.372,2023,Optimal,0.17757804,0.014643496,0.096110768,0.82242196,0.9711356825175964,0.903889232,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
197,2023,HONE,HarborOne Bancorp Inc,5667.896,73.917,583.759,4387.409,592.985,14.84,4750.311,337.045,16.077,127.271,41.854,17.582,2023,Optimal,0.14821909,0.024532591,0.0863758405,0.85178091,0.952109691354855,0.9136241595,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
199,2023,HOPE,Hope Bancorp Inc,19131.522,207.871,2121.243,14753.753,1956.665,69.437,13853.619,2469.971,133.673,525.861,45.577,45.528,2023,Optimal,0.14317825,0.0016835039,0.07243087695,0.8568217499999999,0.9966386510440765,0.92756912305,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
205,2023,IBOC,International Bancshares Corp,15066.189,134.441,2447.774,11824.554,650.029,81.792,8058.961,5174.61,411.768,663.501,169.941,74.134,2023,Optimal,0.10673033,0.0,0.053365165,0.89326967,1.0,0.946634835,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
208,2023,INDB,Independent Bank Corp,19347.373,222.135,2895.251,14865.547,1274.656,54.881,14278.07,2969.43,239.502,606.521,124.609,54.493,2023,Optimal,0.14766118,0.0,0.07383059,0.8523388199999999,1.0,0.92616941,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
217,2023,KFFB,Kentucky First Federal Bancorp,349.022,4.915,50.711,226.309,70.087,5.829,315.441,16.977,0.933,8.856,0.302,4.771,2023,Optimal,0.25168789,0.0,0.125843945,0.74831211,1.0,0.874156055,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
218,2023,KISB,Kish Bancorp Inc,1542.776,22.198,92.765,1179.069,240.473,0.555,1232.862,202.355,13.5,43.627,11.371,0.56,2023,Optimal,0.16603385,0.01009808,0.088065965,0.83396615,0.9800057436006612,0.911934035,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
219,2023,KRNY,Kearny Financial Corp,8064.815,75.589,869.284,5629.183,1524.033,92.244,5829.421,1445.928,40.811,175.865,2.751,55.583,2023,Optimal,0.21905219,0.0,0.109526095,0.78094781,1.0,0.890473905,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
222,2023,LCNB,LCNB Corp,2291.592,29.108,235.303,1824.389,216.779,0.43,1723.471,318.723,12.628,56.349,15.411,0.152,2023,Optimal,0.12727818,0.0,0.06363909,0.87272182,1.0,0.93636091,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
230,2023,MBWM,Mercantile Bank Corp,5353.224,68.801,522.145,3900.918,839.951,7.728,4303.758,638.605,82.217,193.545,32.143,3.615,2023,Optimal,0.19816706,0.0,0.09908353,0.8018329399999999,1.0,0.90091647,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
232,2023,MCBK,Madison County Financial Inc,609.711,5.903,92.44,437.795,72.271,0.652,456.99,121.685,3.226,9.838,3.083,0.82,2023,Optimal,0.17360485,0.0,0.086802425,0.82639515,1.0,0.913197575,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
233,2023,MCBS,Metrocity Bankshares Inc,3502.823,29.304,381.517,2730.936,333.651,24.492,3139.993,46.674,51.613,101.479,18.204,38.381,2023,Optimal,0.12895378,0.0,0.06447689,0.87104622,1.0,0.93552311,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
235,2023,MFBP,M&F Bancorp Inc,453.258,8.665,125.202,320.944,1.323,0.885,269.082,117.058,5.695,19.14,5.855,0.805,2023,Optimal,0.20188975,0.0,0.100944875,0.79811025,1.0,0.899055125,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
241,2023,MRBK,Meridian Corp,2246.193,47.377,158.022,1823.462,234.174,22.939,1895.806,191.993,13.243,68.942,31.965,35.466,2023,Optimal,0.11263768,0.014616039,0.0636268595,0.88736232,0.9711890243438188,0.9363731405,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
243,2023,MSBI,Midland States Bancorp Inc,7866.868,93.438,791.853,6309.529,664.362,57.824,6131.079,963.817,75.46,236.017,66.59,67.701,2023,Optimal,0.11336293,0.033678884,0.073520907,0.88663707,0.934836854034062,0.926479093,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
249,2023,NBN,Northeast Bank,2869.938,35.721,296.663,1937.207,584.533,12.946,2520.36,84.818,44.187,118.796,5.258,15.683,2023,Optimal,0.25935101,0.0,0.129675505,0.74064899,1.0,0.870324495,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
251,2023,NECB,Northeast Community Bancorp Inc,1764.135,18.839,279.325,1400.036,69.196,1.456,1586.897,34.891,46.276,97.191,3.743,5.841,2023,Optimal,0.12856059,0.0,0.064280295,0.87143941,1.0,0.935719705,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
264,2023,OCFC,OceanFirst Financial Corp.,13538.253,135.802,1661.945,10434.949,1138.258,23.265,10203.858,2107.556,104.029,369.731,33.624,29.548,2023,Optimal,0.13817219,0.00052366396,0.06934792698,0.86182781,0.998953220240834,0.93065207302,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
267,2023,ONB,Old National Bancorp,49089.836,546.364,5562.9,37235.18,5536.107,264.336,32822.227,10172.508,581.992,1503.153,333.342,284.255,2023,Optimal,0.15690315,0.0039787076,0.0804409287999999,0.84309685,0.9920741195607404,0.9195590712,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
269,2023,ORBN,Oregon Bancorp Inc,395.422,18.094,72.984,312.354,1.898,1.242,308.743,34.213,3.552,15.934,16.084,0.443,2023,Optimal,0.10832127,0.0,0.054160635,0.89167873,1.0,0.945839365,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
272,2023,OSBC,Old Second Bancorp Inc,5722.799,88.566,577.281,4570.746,516.625,35.33,4042.953,1226.184,91.729,251.931,34.179,73.902,2023,Optimal,0.12469715,0.026941909,0.0758195295,0.87530285,0.9475298285835172,0.9241804705,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
273,2023,OTTW,Ottawa Bancorp Inc,363.918,4.728,41.64,281.086,32.45,2.3,316.553,18.781,1.669,9.415,1.301,4.8,2023,Optimal,0.11665291,0.0,0.058326455,0.88334709,1.0,0.941673545,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
276,2023,PB,Prosperity Bancshares Inc,38547.877,328.43,7079.33,27179.809,4077.396,27.494,21174.804,12812.646,419.316,956.433,153.265,72.667,2023,Optimal,0.18832457,0.0,0.094162285,0.81167543,1.0,0.905837715,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
281,2023,PDLB,Ponce Financial Group Inc,2750.722,30.699,491.395,1507.62,717.105,13.709,1922.04,601.027,3.352,65.266,10.223,12.726,2023,Optimal,0.39831478,0.0,0.19915739,0.60168522,1.0,0.80084261,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
287,2023,PFS,Provident Financial Services Inc,14210.81,148.497,1690.596,10329.352,2040.767,60.633,10873.701,2133.679,128.398,399.454,79.829,61.29,2023,Optimal,0.19172137,0.015748696,0.103735033,0.80827863,0.9689909599450768,0.896264967,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
288,2023,PGC,Peapack-Gladstone Financial Corp,6476.857,100.524,583.681,5274.114,553.394,19.09,5429.325,702.582,48.854,156.089,73.578,61.324,2023,Optimal,0.1073833,0.009301032,0.058342166,0.8926167,0.9815693599726748,0.941657834,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
293,2023,PNFP,Pinnacle Financial Partners Inc,47959.883,531.828,6035.788,38539.81,3079.686,46.068,32676.091,7323.887,562.152,1262.118,433.253,86.635,2023,Optimal,0.10668761,0.0,0.053343805,0.89331239,1.0,0.946656195,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
