DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,NPAs (Previous Period),Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
215,2023,JUVF,Juniata Valley Financial Corp,870.555,10.809,40.137,749.045,73.136,0.178,525.394,270.988,6.596,22.692,5.321,4.952,2023,Optimal,0.0099683531,0.11722136,0.06359485655,0.9900316469,0.7901555337252054,0.93640514345,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
216,2023,KEY,KeyCorp,188281.0,2660.0,14637.0,145587.0,23193.0,420.0,109083.0,47004.0,967.0,3913.0,2470.0,591.0,2023,Optimal,0.049319393,0.0,0.0246596965,0.950680607,1.0,0.9753403035,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
217,2023,KFFB,Kentucky First Federal Bancorp,349.022,4.915,50.711,226.309,70.087,5.829,315.441,16.977,0.933,8.856,0.302,4.771,2023,Optimal,0.25168789,0.0,0.125843945,0.74831211,1.0,0.874156055,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
218,2023,KISB,Kish Bancorp Inc,1542.776,22.198,92.765,1179.069,240.473,0.555,1232.862,202.355,13.5,43.627,11.371,0.56,2023,Optimal,0.16603385,0.01009808,0.088065965,0.83396615,0.9800057436006612,0.911934035,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
219,2023,KRNY,Kearny Financial Corp,8064.815,75.589,869.284,5629.183,1524.033,92.244,5829.421,1445.928,40.811,175.865,2.751,55.583,2023,Optimal,0.21905219,0.0,0.109526095,0.78094781,1.0,0.890473905,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
220,2023,KSBI,KS Bancorp Inc,613.596,9.48,40.478,545.038,23.248,0.859,476.679,99.024,6.209,20.255,3.219,0.892,2023,Optimal,0.019269042,0.084575411,0.0519222265,0.980730958,0.8440395934810658,0.9480777735,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
221,2023,LARK,Landmark Bancorp Inc,1561.672,22.681,126.914,1316.251,99.027,4.26,948.227,464.447,12.236,43.292,13.23,3.319,2023,Optimal,0.080250912,0.096017201,0.0881340565,0.919749088,0.8247888793854796,0.9118659435,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
222,2023,LCNB,LCNB Corp,2291.592,29.108,235.303,1824.389,216.779,0.43,1723.471,318.723,12.628,56.349,15.411,0.152,2023,Optimal,0.12727818,0.0,0.06363909,0.87272182,1.0,0.93636091,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
223,2023,LFGP,Ledyard Financial Group Inc,856.115,16.501,56.02,660.157,134.555,1.446,418.766,352.197,3.165,17.235,14.127,1.295,2023,Optimal,0.15487696,0.074815772,0.114846366,0.84512304,0.8607840079220572,0.885153634,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
224,2023,LKFN,Lakeland Financial Corp,6524.029,60.544,649.793,5720.525,54.695,17.187,4916.534,1203.066,93.767,197.035,49.858,16.096,2023,Optimal,0.017281544,0.0,0.008640772,0.982718456,1.0,0.991359228,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
225,2023,LOB,Live Oak Bancshares Inc,11271.423,175.052,902.666,10275.019,26.534,73.392,8633.847,1132.96,73.898,345.305,111.733,141.444,2023,Optimal,0.0,0.0,0.0,1.0,1.0,1.0,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
226,2023,LSBK,Lake Shore Bancorp Inc,725.118,11.254,86.273,590.924,35.967,3.0,562.291,62.735,4.82,24.358,2.635,3.381,2023,Optimal,0.10406378,0.11478561,0.1094246949999999,0.8959362200000001,0.7940669327441354,0.890575305,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
227,2023,MBCN,Middlefield Banc Corp,1822.883,24.511,205.681,1426.602,175.428,7.932,1478.13,180.736,17.368,65.203,6.691,10.877,2023,Optimal,0.14518421,0.056999873,0.1010920415,0.85481579,0.8921478148559815,0.8989079584999999,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
228,2023,MBIN,Merchants Bancorp,16952.516,108.181,1701.084,14061.46,975.378,26.683,10199.553,2366.482,279.234,448.071,114.668,82.015,2023,Optimal,0.016807684,0.2268762,0.121841942,0.983192316,0.6301563271013001,0.878158058,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
229,2023,MBKL,MBT Bancshares Inc,591.223,9.044,39.506,493.508,54.798,0.555,408.822,142.288,5.265,20.507,3.467,2.177,2023,Optimal,0.076155566,0.10752241,0.091838988,0.923844434,0.8058325338987948,0.908161012,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
230,2023,MBWM,Mercantile Bank Corp,5353.224,68.801,522.145,3900.918,839.951,7.728,4303.758,638.605,82.217,193.545,32.143,3.615,2023,Optimal,0.19816706,0.0,0.09908353,0.8018329399999999,1.0,0.90091647,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
231,2023,MCB,Metropolitan Bank Holding Corp,7067.672,66.961,659.021,5737.292,613.635,0.024,5624.797,971.156,77.268,222.836,27.903,51.897,2023,Optimal,0.092791761,0.0,0.0463958805,0.907208239,1.0,0.9536041195,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
232,2023,MCBK,Madison County Financial Inc,609.711,5.903,92.44,437.795,72.271,0.652,456.99,121.685,3.226,9.838,3.083,0.82,2023,Optimal,0.17360485,0.0,0.086802425,0.82639515,1.0,0.913197575,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
233,2023,MCBS,Metrocity Bankshares Inc,3502.823,29.304,381.517,2730.936,333.651,24.492,3139.993,46.674,51.613,101.479,18.204,38.381,2023,Optimal,0.12895378,0.0,0.06447689,0.87104622,1.0,0.93552311,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
234,2023,MCHB,Mechanics Bancorp,17501.795,200.992,2235.605,14298.143,832.701,40.106,10777.755,3902.539,201.914,563.212,74.226,56.047,2023,Optimal,0.093815861,0.082505213,0.088160537,0.906184139,0.8475661604042548,0.911839463,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
235,2023,MFBP,M&F Bancorp Inc,453.258,8.665,125.202,320.944,1.323,0.885,269.082,117.058,5.695,19.14,5.855,0.805,2023,Optimal,0.20188975,0.0,0.100944875,0.79811025,1.0,0.899055125,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
236,2023,MFGI,Merchants Financial Group Inc,2600.353,42.034,263.936,2174.409,145.367,9.328,2159.81,249.366,25.502,83.062,29.301,10.587,2023,Optimal,0.08533735,0.039035567,0.0621864585,0.91466265,0.9248619234224924,0.9378135415,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
237,2023,MGYR,Magyar Bancorp Inc,907.292,11.134,104.79,755.453,32.459,3.59,697.4,98.246,7.709,27.734,2.682,5.412,2023,Optimal,0.088486632,0.10091771,0.094702171,0.911513368,0.8166662065959498,0.905297829,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
238,2023,MNSB,MainStreet Bancshares Inc,2035.432,28.267,221.517,1686.127,94.544,0.021,1721.643,101.559,26.585,75.947,3.638,1.004,2023,Optimal,0.09460346,0.0,0.04730173,0.90539654,1.0,0.95269827,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
239,2023,MOFG,MidWestOne Financial Group Inc,6427.54,76.34,524.378,5395.673,426.638,15.924,4126.947,1876.13,20.859,144.172,18.423,30.288,2023,Optimal,0.072658314,0.059526415,0.0660923645,0.927341686,0.8876358075508669,0.9339076355,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
240,2023,MPB,Mid Penn Bancorp Inc,5290.792,59.345,542.35,4346.212,356.174,8.628,4252.792,639.889,37.397,146.973,20.008,14.509,2023,Optimal,0.09208124,0.03284912,0.0624651799999999,0.90791876,0.9363912514153084,0.93753482,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
241,2023,MRBK,Meridian Corp,2246.193,47.377,158.022,1823.462,234.174,22.939,1895.806,191.993,13.243,68.942,31.965,35.466,2023,Optimal,0.11263768,0.014616039,0.0636268595,0.88736232,0.9711890243438188,0.9363731405,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
242,2023,MSBC,Mission Bancorp/CA,1651.969,18.719,156.714,1436.767,45.278,0.058,1210.454,242.681,30.469,69.59,5.415,0.35,2023,Optimal,0.045969077,0.0,0.0229845385,0.954030923,1.0,0.9770154615,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
243,2023,MSBI,Midland States Bancorp Inc,7866.868,93.438,791.853,6309.529,664.362,57.824,6131.079,963.817,75.46,236.017,66.59,67.701,2023,Optimal,0.11336293,0.033678884,0.073520907,0.88663707,0.934836854034062,0.926479093,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
244,2023,MTB,M&T Bank Corp,208264.0,2997.0,26957.0,163274.0,14234.0,2479.81,131254.0,26897.0,2741.0,7115.0,2528.0,2205.0,2023,Optimal,0.037190561,0.0,0.0185952805,0.962809439,1.0,0.9814047195,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
245,2023,MVBF,MVB Financial Corp,3313.882,63.371,289.342,2901.476,99.181,12.359,2317.594,386.361,31.232,123.283,19.715,9.092,2023,Optimal,0.041416874,0.12425957,0.082838222,0.958583126,0.7789486105953273,0.917161778,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
246,2023,MYFW,First Western Financial Inc,2975.462,45.202,242.738,2529.039,188.951,12.349,2530.915,81.257,5.225,71.105,21.948,50.816,2023,Optimal,0.069803559,0.06402394,0.0669137495,0.930196441,0.8796569558387943,0.9330862505,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
247,2023,NASB,NASB Financial Inc,2814.082,32.789,386.106,1794.43,604.984,26.525,2092.416,259.705,21.647,83.47,8.264,23.424,2023,Optimal,0.29961979,0.04253147,0.17107563,0.7003802100000001,0.9184073167594644,0.82892437,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
248,2023,NBHC,National Bank Holdings Corp,9951.064,137.701,1212.807,8190.391,445.933,20.243,7698.758,1304.358,142.048,361.951,63.917,32.316,2023,Optimal,0.093803005,0.020915302,0.0573591534999999,0.906196995,0.959026371807678,0.9426408465,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
249,2023,NBN,Northeast Bank,2869.938,35.721,296.663,1937.207,584.533,12.946,2520.36,84.818,44.187,118.796,5.258,15.683,2023,Optimal,0.25935101,0.0,0.129675505,0.74064899,1.0,0.870324495,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
250,2023,NBTB,NBT Bancorp Inc,13309.04,194.25,1425.691,10968.994,665.613,21.161,9650.713,2419.577,118.782,378.219,142.178,37.874,2023,Optimal,0.093589647,0.020604094,0.0570968705,0.906410353,0.9596237284934896,0.9429031295,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
251,2023,NECB,Northeast Community Bancorp Inc,1764.135,18.839,279.325,1400.036,69.196,1.456,1586.897,34.891,46.276,97.191,3.743,5.841,2023,Optimal,0.12856059,0.0,0.064280295,0.87143941,1.0,0.935719705,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
252,2023,NEFB,Neffs Bancorp Inc,455.783,4.375,69.098,373.341,10.17,0.057,233.343,211.169,2.903,10.529,0.311,0.161,2023,Optimal,0.042004219,0.0,0.0210021095,0.957995781,1.0,0.9789978905,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
253,2023,NFBK,Northfield Bancorp Inc,5598.396,46.496,699.445,3878.435,955.696,10.238,4203.654,855.626,37.669,124.667,11.896,11.433,2023,Optimal,0.21747817,0.041015385,0.1292467775,0.78252183,0.921201193390624,0.8707532225,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
254,2023,NIC,Nicolet Bankshares Inc,8468.678,99.109,1039.007,7197.8,178.256,40.055,6353.942,860.133,61.516,241.516,35.972,27.892,2023,Optimal,0.059503019,0.0,0.0297515095,0.940496981,1.0,0.9702484905,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
255,2023,NIDB,Northeast Indiana Bancorp Inc,498.684,6.416,46.42,401.072,47.25,2.989,375.993,91.211,4.26,14.574,3.206,6.941,2023,Optimal,0.1006239,0.090556507,0.0955902035,0.8993761,0.8339260617515164,0.9044097965,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
256,2023,NKSH,National Bankshares Inc,1655.37,17.318,140.522,1503.972,1.127,3.509,856.646,619.865,15.691,37.283,9.359,2.629,2023,Optimal,0.0012382011,0.0,0.00061910055,0.9987617989,1.0,0.99938089945,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
257,2023,NRIM,Northrim BanCorp Inc,2807.497,61.741,234.718,2485.055,33.077,6.43,1789.497,690.819,25.394,103.256,26.375,5.81,2023,Optimal,0.031351472,0.056800938,0.044076205,0.968648528,0.8925039977585636,0.955923795,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
258,2023,NTRS,Northern Trust Corp,150783.1,2727.0,11897.9,116164.0,17928.9,45.9,47617.0,49298.8,1107.3,1982.0,4791.5,65.1,2023,Optimal,0.073933829,0.0,0.0369669145,0.926066171,1.0,0.9630330855,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
259,2023,NWBI,Northwest Bancshares Inc,14419.105,195.691,1551.317,11979.902,707.381,82.393,11406.041,1888.344,134.957,435.683,113.823,97.186,2023,Optimal,0.083680023,0.0033173934,0.0434987082,0.916319977,0.9933871506228787,0.9565012918,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
260,2023,NWFL,Norwood Financial Corp.,2201.079,23.565,181.07,1795.159,202.325,1.459,1603.618,413.577,16.759,62.067,8.124,7.719,2023,Optimal,0.10251296,0.08375029,0.093131625,0.89748704,0.8454435661558162,0.906868375,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
261,2023,NWPP,New Peoples Bankshares Inc,826.313,14.256,64.811,716.467,40.038,3.674,638.111,89.805,7.184,28.019,9.949,3.691,2023,Optimal,0.051763789,0.14357194,0.0976678645,0.948236211,0.7489061510201099,0.9023321355,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
262,2023,OBK,Origin Bancorp Inc,9722.584,138.819,1062.905,8251.125,329.038,14.679,7660.944,1327.244,83.8,299.557,58.335,34.044,2023,Optimal,0.066659738,0.0039235251,0.03529163155,0.933340262,0.9921836175726448,0.96470836845,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
263,2023,OBT,Orange County Bancorp Inc,2485.468,32.186,165.376,2038.749,257.238,8.451,1747.062,504.473,29.478,88.391,13.419,4.427,2023,Optimal,0.09971681,0.064944808,0.082330809,0.90028319,0.8780315984225167,0.917669191,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
264,2023,OCFC,OceanFirst Financial Corp.,13538.253,135.802,1661.945,10434.949,1138.258,23.265,10203.858,2107.556,104.029,369.731,33.624,29.548,2023,Optimal,0.13817219,0.00052366396,0.06934792698,0.86182781,0.998953220240834,0.93065207302,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
265,2023,OFED,Oconee Federal Financial Corp,595.405,6.571,71.789,474.243,46.0,2.087,413.024,136.069,3.349,14.573,1.645,1.124,2023,Optimal,0.10242359,0.046590449,0.0745070195,0.89757641,0.9109671810123696,0.9254929805,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
266,2023,OFG,OFG Bancorp,11344.453,155.827,1193.48,9762.169,224.799,115.702,7534.379,2686.757,181.872,560.87,128.381,100.021,2023,Optimal,0.05181753,0.0,0.025908765,0.94818247,1.0,0.974091235,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
267,2023,ONB,Old National Bancorp,49089.836,546.364,5562.9,37235.18,5536.107,264.336,32822.227,10172.508,581.992,1503.153,333.342,284.255,2023,Optimal,0.15690315,0.0039787076,0.0804409287999999,0.84309685,0.9920741195607404,0.9195590712,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
268,2023,OPBK,OP Bancorp,2147.73,29.593,192.665,1807.558,114.341,3.081,1765.845,210.526,23.918,68.687,14.181,8.082,2023,Optimal,0.079438765,0.069822368,0.0746305665,0.920561235,0.8694692313630892,0.9253694335,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
269,2023,ORBN,Oregon Bancorp Inc,395.422,18.094,72.984,312.354,1.898,1.242,308.743,34.213,3.552,15.934,16.084,0.443,2023,Optimal,0.10832127,0.0,0.054160635,0.89167873,1.0,0.945839365,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
270,2023,ORPB,Oregon Pacific Bancorp,760.987,12.593,56.382,660.45,38.085,0.052,536.662,179.948,9.232,26.9,7.127,0.443,2023,Optimal,0.048863165,0.0,0.0244315825,0.951136835,1.0,0.9755684175,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
271,2023,ORRF,Orrstown Financial Services Inc,3064.24,50.983,265.056,2558.814,190.992,20.583,2298.313,525.511,35.663,104.906,25.652,25.527,2023,Optimal,0.086086068,0.045300407,0.0656932375,0.913913932,0.91332557282741,0.9343067625,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
272,2023,OSBC,Old Second Bancorp Inc,5722.799,88.566,577.281,4570.746,516.625,35.33,4042.953,1226.184,91.729,251.931,34.179,73.902,2023,Optimal,0.12469715,0.026941909,0.0758195295,0.87530285,0.9475298285835172,0.9241804705,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
273,2023,OTTW,Ottawa Bancorp Inc,363.918,4.728,41.64,281.086,32.45,2.3,316.553,18.781,1.669,9.415,1.301,4.8,2023,Optimal,0.11665291,0.0,0.058326455,0.88334709,1.0,0.941673545,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
274,2023,OVBC,Ohio Valley Banc Corp.,1352.135,23.391,144.007,1127.136,54.298,3.771,971.9,175.281,12.631,46.027,12.629,2.511,2023,Optimal,0.091264577,0.089607205,0.0904358909999999,0.908735423,0.8355238390700619,0.909564109,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
275,2023,OZK,Bank OZK,34237.457,258.846,5139.976,27405.143,1344.601,49.555,26459.075,3294.771,690.783,1439.485,122.549,128.397,2023,Optimal,0.055765274,0.0,0.027882637,0.944234726,1.0,0.972117363,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
276,2023,PB,Prosperity Bancshares Inc,38547.877,328.43,7079.33,27179.809,4077.396,27.494,21174.804,12812.646,419.316,956.433,153.265,72.667,2023,Optimal,0.18832457,0.0,0.094162285,0.81167543,1.0,0.905837715,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
277,2023,PBBK,PB Bankshares Inc,439.748,5.21,46.989,332.966,55.918,1.049,325.893,71.498,1.919,12.114,0.785,1.421,2023,Optimal,0.13580587,0.097421265,0.1166135675,0.86419413,0.8224542058604998,0.8833864325,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
278,2023,PBCO,PBCO Financial Corp,763.353,14.786,77.588,629.781,49.756,2.939,516.697,155.64,0.979,27.5,-1.672,0.939,2023,Optimal,0.094656064,0.080146888,0.087401476,0.905343936,0.8516000205335036,0.912598524,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
279,2023,PBHC,Pathfinder Bancorp Inc,1465.798,15.92,120.256,1120.067,211.605,9.236,897.207,449.956,9.293,38.919,5.19,17.378,2023,Optimal,0.16124216,0.075303078,0.118272619,0.83875784,0.8599407375638518,0.881727381,0.9022510836552219,0.9324370158718628,3,Network Laggards,Network Laggards
280,2023,PCB,PCB Bancorp,2789.506,34.572,348.872,2351.612,59.137,7.36,2323.452,156.039,30.705,88.504,10.683,6.474,2023,Optimal,0.073716429,0.0,0.0368582145,0.926283571,1.0,0.9631417855,0.9022510836552219,0.9324370158718628,1,Network Leaders,Network Leaders
281,2023,PDLB,Ponce Financial Group Inc,2750.722,30.699,491.395,1507.62,717.105,13.709,1922.04,601.027,3.352,65.266,10.223,12.726,2023,Optimal,0.39831478,0.0,0.19915739,0.60168522,1.0,0.80084261,0.9022510836552219,0.9324370158718628,2,Transformation Specialists,Transformation Specialists
282,2023,PEBK,Peoples Bancorp of North Carolina Inc.,1635.91,26.64,121.016,1392.045,107.011,3.728,1093.066,394.798,15.546,54.719,22.914,3.887,2023,Optimal,0.071126013,0.1069166,0.0890213065,0.928873987,0.8068208571449738,0.9109786935,0.9022510836552219,0.9324370158718628,4,Funding-Rich Underperformers,Funding-Rich Underperformers
