DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,NPAs (Previous Period),Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
1,2024,ABBB,Auburn Bancorp Inc,102.466,1.642,6.216,75.015,21.025,0.266,82.145,14.717,0.001,2.5,0.438,0.106,2024,Optimal,0.0,0.0,0.0,1.0,1.0,1.0,0.9087669253373367,0.9363900117657884,1,Network Leaders,Network Leaders
2,2024,ABCB,Ameris Bancorp,26262.05,347.641,3751.522,21722.448,477.5,174.321,20739.906,1902.235,358.685,849.19,293.257,122.393,2024,Optimal,0.077988987,0.0,0.0389944935,0.922011013,1.0,0.9610055065,0.9087669253373367,0.9363900117657884,1,Network Leaders,Network Leaders
3,2024,ACNB,ACNB Corp,2394.83,42.929,303.273,1792.501,273.923,4.64,1682.91,470.325,31.846,83.611,24.73,7.25,2024,Optimal,0.1960978,0.022704177,0.1094009884999999,0.8039022,0.9555997178644552,0.8905990115,0.9087669253373367,0.9363900117657884,2,Transformation Specialists,Transformation Specialists
4,2024,AFBI,Affinity Bancshares Inc,866.817,13.126,129.115,673.481,60.398,10.276,714.115,69.976,5.441,29.166,2.015,4.8,2024,Optimal,0.16856536,0.0,0.08428268,0.83143464,1.0,0.91571732,0.9087669253373367,0.9363900117657884,2,Transformation Specialists,Transformation Specialists
5,2024,ALPIB,Alpine Banks of Colorado,6524.992,93.718,506.859,5821.606,147.356,25.379,4056.46,1858.748,49.681,185.244,50.969,4.845,2024,Optimal,0.022069055,0.0,0.0110345275,0.977930945,1.0,0.9889654725,0.9087669253373367,0.9363900117657884,1,Network Leaders,Network Leaders
6,2024,ALRS,Alerus Financial Corp,5261.673,110.278,495.41,4378.41,317.02,8.767,3992.534,884.813,17.78,107.045,114.93,62.886,2024,Optimal,0.090867761,0.0,0.0454338805,0.909132239,1.0,0.9545661195,0.9087669253373367,0.9363900117657884,1,Network Leaders,Network Leaders
7,2024,AMAL,Amalgamated Financial Corp,8256.892,93.766,707.654,7180.605,334.143,34.203,4672.924,3239.438,106.434,282.43,33.215,25.87,2024,Optimal,0.029891659,0.0,0.0149458295,0.970108341,1.0,0.9850541705,0.9087669253373367,0.9363900117657884,1,Network Leaders,Network Leaders
8,2024,AMBK,American Bank Inc,986.667,7.41,96.037,793.38,80.358,3.164,805.929,66.449,9.016,23.34,2.398,3.448,2024,Optimal,0.050466143,0.098506798,0.0744864705,0.949533857,0.8206532755566979,0.9255135295,0.9087669253373367,0.9363900117657884,4,Funding-Rich Underperformers,Funding-Rich Underperformers
9,2024,AMFC,AMB Financial Corp.,372.765,4.861,30.724,336.053,3.093,2.155,285.359,17.861,2.458,10.218,1.871,2.336,2024,Optimal,0.0,0.0,0.0,1.0,1.0,1.0,0.9087669253373367,0.9363900117657884,1,Network Leaders,Network Leaders
10,2024,AMTB,Amerant Bancorp Inc,9901.734,137.082,890.467,7854.595,1004.716,54.581,7228.411,1497.925,-15.752,325.957,9.909,122.175,2024,Optimal,0.127498,0.072548448,0.100023224,0.872502,0.8647176299862586,0.899976776,0.9087669253373367,0.9363900117657884,3,Network Laggards,Network Laggards
